target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_epochs,reference_candidate_protocol,score_statistic,ci_method,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r1_d2,145,145,143,eff_su2_r1_d2_wd0,eff_su2,1,2,lira_online,0.5005310000000001,0.4777526,0.5233825750000001,200,0.036,0.047,0.084,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r1_d2_p7_s145.npz,0.504,0.008,0.67,0.662,-0.4271097533246031,5
MNIST_QNN_eff_su2_r1_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r1_d2,145,145,143,eff_su2_r1_d2_wd0,eff_su2,1,2,lira_online_fixed_variance,0.511436,0.488025,0.5333529250000001,200,0.04,0.048,0.074,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r1_d2_p7_s145.npz,0.506,0.012,0.607,0.595,-0.0341350665871733,5
MNIST_QNN_eff_su2_r1_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r1_d2,145,145,143,eff_su2_r1_d2_wd0,eff_su2,1,2,lira_offline,0.474615,0.450883225,0.499185825,200,0.029,0.049,0.077,0.098,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r1_d2_p7_s145.npz,0.505,0.01,0.905,0.895,-0.2211920210899713,5
MNIST_QNN_eff_su2_r1_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r1_d2,145,145,143,eff_su2_r1_d2_wd0,eff_su2,1,2,lira_offline_fixed_variance,0.4711259999999999,0.447327925,0.496051325,200,0.037,0.049,0.065,0.098,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r1_d2_p7_s145.npz,0.494,-0.012,0.388,0.4,7.892039405151436,5
MNIST_QNN_eff_su2_r1_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r1_d2,145,145,143,eff_su2_r1_d2_wd0,eff_su2,1,2,global_true_class_log_odds,0.511225,0.489021225,0.534965075,200,0.039,0.044,0.083,0.095,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r1_d2_p7_s145.npz,0.5025,0.005,0.769,0.764,-0.5118000161903278,5
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,143,143,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online,0.487842,0.463514725,0.51386825,200,0.048,0.05,0.083,0.098,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s143.npz,0.5015000000000001,0.003,0.793,0.79,-0.7827506351390201,5
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,143,143,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online_fixed_variance,0.483994,0.458230425,0.5060260750000001,200,0.041,0.048,0.095,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s143.npz,0.5025000000000001,0.005,0.898,0.893,-1.0749300979473877,5
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,143,143,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline,0.506208,0.4860935249999999,0.527973125,200,0.045,0.048,0.091,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s143.npz,0.4915,-0.017,0.591,0.608,0.8417650123289351,5
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,143,143,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline_fixed_variance,0.4997079999999999,0.4726981,0.52229105,200,0.047,0.047,0.101,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s143.npz,0.5095000000000001,0.019,0.261,0.242,1.65722641561315,5
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,143,143,143,eff_su2_r5_d2_wd0,eff_su2,5,2,global_true_class_log_odds,0.5396650000000001,0.5195943,0.560467625,200,0.069,0.049,0.119,0.093,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s143.npz,0.5329999999999999,0.0659999999999999,0.705,0.639,0.7251386862620357,5
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,144,144,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online,0.496525,0.474633675,0.5239132,200,0.035,0.049,0.07,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s144.npz,0.4925,-0.015,0.754,0.769,-0.6270937384693556,5
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,144,144,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online_fixed_variance,0.499741,0.477091325,0.528291525,200,0.031,0.049,0.094,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s144.npz,0.5115,0.0229999999999999,0.939,0.916,-1.3777851645529715,5
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,144,144,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline,0.498948,0.47692555,0.523674875,200,0.025,0.049,0.062,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s144.npz,0.5245,0.049,0.776,0.727,0.7660647118397923,5
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,144,144,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline_fixed_variance,0.489645,0.4624681,0.5170766,200,0.033,0.05,0.062,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s144.npz,0.499,-0.002,0.787,0.789,0.9346350367613644,5
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,144,144,143,eff_su2_r5_d2_wd0,eff_su2,5,2,global_true_class_log_odds,0.534077,0.5039332249999999,0.5565569,200,0.05,0.049,0.095,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s144.npz,0.514,0.028,0.72,0.692,1.2204139583877711,5
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,145,145,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online,0.4836469999999999,0.45990355,0.507020825,200,0.045,0.049,0.081,0.098,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s145.npz,0.496,-0.008,0.528,0.536,-0.6146801086668221,5
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,145,145,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_online_fixed_variance,0.4912029999999999,0.460273525,0.5144810750000001,200,0.043,0.049,0.083,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s145.npz,0.485,-0.03,0.615,0.645,-0.5136657294491342,5
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,145,145,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline,0.509243,0.486613825,0.53548515,200,0.053,0.046,0.093,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s145.npz,0.52,0.0399999999999999,0.813,0.773,0.6750425590295975,5
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,145,145,143,eff_su2_r5_d2_wd0,eff_su2,5,2,lira_offline_fixed_variance,0.5054779999999999,0.481397875,0.52942135,200,0.055,0.049,0.115,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s145.npz,0.491,-0.0179999999999999,0.454,0.472,1.1817460569450486,5
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,MNIST,QNN,eff_su2_r5_d2,145,145,143,eff_su2_r5_d2_wd0,eff_su2,5,2,global_true_class_log_odds,0.537997,0.5161537500000001,0.5605584,200,0.07,0.05,0.118,0.096,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_eff_su2_r5_d2_p7_s145.npz,0.5205,0.0409999999999999,0.826,0.785,-0.2971901112793845,5
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,MNIST,QNN,z_r1_d6,143,143,143,z_r1_d6_wd0,z,1,6,lira_online,0.527315,0.5016899,0.549181225,200,0.051,0.049,0.111,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s143.npz,0.5205,0.041,0.626,0.585,-0.0462301087780445,5
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,MNIST,QNN,z_r1_d6,143,143,143,z_r1_d6_wd0,z,1,6,lira_online_fixed_variance,0.523911,0.49821195,0.5474141499999999,200,0.072,0.05,0.139,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s143.npz,0.524,0.048,0.532,0.484,0.0621350079817701,5
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,MNIST,QNN,z_r1_d6,143,143,143,z_r1_d6_wd0,z,1,6,lira_offline,0.5109969999999999,0.48680575,0.53559795,200,0.027,0.047,0.087,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s143.npz,0.514,0.028,0.501,0.473,1.133537076674393,5
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,MNIST,QNN,z_r1_d6,143,143,143,z_r1_d6_wd0,z,1,6,lira_offline_fixed_variance,0.5081469999999999,0.480628525,0.532494575,200,0.057,0.05,0.114,0.096,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s143.npz,0.523,0.0459999999999999,0.241,0.195,1.68965566264511,5
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,MNIST,QNN,z_r1_d6,143,143,143,z_r1_d6_wd0,z,1,6,global_true_class_log_odds,0.516354,0.49166745,0.54281855,200,0.051,0.05,0.102,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s143.npz,0.523,0.046,0.806,0.76,0.286441749925771,5
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,MNIST,QNN,z_r1_d6,144,144,143,z_r1_d6_wd0,z,1,6,lira_online,0.520107,0.4949828,0.5424715499999999,200,0.064,0.05,0.118,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s144.npz,0.507,0.014,0.738,0.724,-0.7162816699801131,5
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,MNIST,QNN,z_r1_d6,144,144,143,z_r1_d6_wd0,z,1,6,lira_online_fixed_variance,0.523319,0.503418125,0.5500051,200,0.068,0.05,0.147,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s144.npz,0.525,0.05,0.162,0.112,0.6110908090276091,5
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,MNIST,QNN,z_r1_d6,144,144,143,z_r1_d6_wd0,z,1,6,lira_offline,0.51379,0.488914275,0.538573175,200,0.054,0.048,0.098,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s144.npz,0.5065,0.0129999999999999,0.289,0.276,1.5622777394194305,5
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,MNIST,QNN,z_r1_d6,144,144,143,z_r1_d6_wd0,z,1,6,lira_offline_fixed_variance,0.516997,0.4903569499999999,0.53959515,200,0.063,0.05,0.137,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s144.npz,0.511,0.022,0.275,0.253,1.4353281195508507,5
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,MNIST,QNN,z_r1_d6,144,144,143,z_r1_d6_wd0,z,1,6,global_true_class_log_odds,0.5309475,0.508103475,0.5582667,200,0.078,0.049,0.12,0.096,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s144.npz,0.5245,0.0489999999999999,0.844,0.795,-0.5027562331891582,5
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,MNIST,QNN,z_r1_d6,145,145,143,z_r1_d6_wd0,z,1,6,lira_online,0.543978,0.5236745,0.5680396,200,0.052,0.05,0.119,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s145.npz,0.5195,0.039,0.737,0.698,-0.5403716661616598,5
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,MNIST,QNN,z_r1_d6,145,145,143,z_r1_d6_wd0,z,1,6,lira_online_fixed_variance,0.539994,0.5192905,0.564227625,200,0.07,0.047,0.134,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s145.npz,0.53,0.0599999999999999,0.609,0.549,0.0329352190990299,5
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,MNIST,QNN,z_r1_d6,145,145,143,z_r1_d6_wd0,z,1,6,lira_offline,0.5083139999999999,0.481156125,0.53258645,200,0.041,0.05,0.105,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s145.npz,0.5085000000000001,0.017,0.792,0.775,0.371845896377533,5
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,MNIST,QNN,z_r1_d6,145,145,143,z_r1_d6_wd0,z,1,6,lira_offline_fixed_variance,0.508572,0.48382665,0.531051575,200,0.061,0.05,0.1,0.099,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s145.npz,0.5065,0.013,0.448,0.435,1.0060900978173477,5
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,MNIST,QNN,z_r1_d6,145,145,143,z_r1_d6_wd0,z,1,6,global_true_class_log_odds,0.5273835,0.500730225,0.5505009500000001,200,0.055,0.047,0.088,0.1,1000,1000,16,[100],2000 target-candidate records; each candidate IN in exactly half of references; each reference trains on 1000 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/chanLira/channel_lira_results/phase7/references/sample_scores/MNIST_QNN_z_r1_d6_p7_s145.npz,0.521,0.042,0.802,0.76,0.0840366578133907,5
