source_file,status,error,target_id,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss,gap,membership_convention,n_member,n_nonmember,fpr_resolution,meta_target_id,meta_experiment,meta_role,meta_dataset,meta_architecture,meta_fm_kind,meta_n_wires,meta_reps,meta_depth,meta_ql_ent,meta_ql_op,meta_model_seed,meta_data_seed,meta_seed,meta_structural_cell_id,meta_membership_convention,resource_trainable_parameters_total,resource_trainable_parameters_quantum,resource_trainable_parameters_classical,resource_trainable_parameters_unclassified,resource_quantum_gate_count_total,resource_quantum_one_qubit_gates,resource_quantum_two_qubit_gates,resource_gate_count_scope,resource_qcnn_frontend_included,experiment,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id,auc,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,trainable_parameters_total,trainable_parameters_quantum,trainable_parameters_classical,quantum_gate_count_total,quantum_one_qubit_gates,quantum_two_qubit_gates,gate_count_scope,gap_acc
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s44/target_attack_data.pt,ok,,SmokeArch_high_reupload_qnn_s44,0.88,0.12,0.765,0.235,0.775,0.2249999999999999,0.1049999999999999,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qnn_s44,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qnn,0=member,110,66,44,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qnn,0.8466666666666667,0.7666666666666666,0.5333333333333333,0.6666666666666666,0.1333333333333333,110,66,44,80,52,28,fixed encoder plus downstream variational circuit,0.1049999999999999
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s45/target_attack_data.pt,ok,,SmokeArch_high_reupload_qnn_s45,0.88,0.12,0.763,0.237,0.773,0.2269999999999999,0.1069999999999999,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qnn_s45,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qnn,0=member,110,66,44,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qnn,0.821111111111111,0.7666666666666666,0.5333333333333333,0.7,0.1666666666666666,110,66,44,80,52,28,fixed encoder plus downstream variational circuit,0.1069999999999999
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s43,0.88,0.12,0.832,0.168,0.842,0.158,0.038,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_hqnn_s43,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,43,43,43,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,43,43,43,low_reupload|hqnn,0.6111111111111112,0.6333333333333333,0.2666666666666667,0.4333333333333333,0.1666666666666666,130,78,52,60,40,20,fixed encoder plus downstream variational circuit,0.038
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s44,0.88,0.12,0.83,0.17,0.84,0.16,0.04,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_hqnn_s44,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,44,43,44,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,44,43,44,low_reupload|hqnn,0.591111111111111,0.5333333333333333,0.0666666666666666,0.5333333333333333,0.4666666666666667,130,78,52,60,40,20,fixed encoder plus downstream variational circuit,0.04
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s45,0.88,0.12,0.828,0.172,0.838,0.162,0.042,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_hqnn_s45,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,45,43,45,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,45,43,45,low_reupload|hqnn,0.7344444444444445,0.65,0.3,0.4666666666666667,0.1666666666666666,130,78,52,60,40,20,fixed encoder plus downstream variational circuit,0.042
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s43,0.88,0.12,0.842,0.158,0.852,0.148,0.028,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_mlp_qnn_s43,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|mlp_qnn,0.5966666666666666,0.6000000000000001,0.2,0.4333333333333333,0.2333333333333333,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.028
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s44,0.88,0.12,0.84,0.16,0.85,0.15,0.03,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_mlp_qnn_s44,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|mlp_qnn,0.5811111111111111,0.5166666666666666,0.0333333333333333,0.5333333333333333,0.5,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.03
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s45,0.88,0.12,0.838,0.162,0.848,0.152,0.032,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_mlp_qnn_s45,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|mlp_qnn,0.6255555555555555,0.5333333333333333,0.0666666666666666,0.5,0.4333333333333333,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.032
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s43,0.88,0.12,0.822,0.178,0.832,0.168,0.048,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qcnn_s43,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qcnn,0.6788888888888889,0.6166666666666667,0.2333333333333333,0.5,0.2666666666666666,150,90,60,60,40,20,fixed encoder plus downstream variational circuit,0.048
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s44,0.88,0.12,0.82,0.18,0.83,0.17,0.05,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qcnn_s44,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qcnn,0.6722222222222222,0.5833333333333333,0.1666666666666666,0.6333333333333333,0.4666666666666667,150,90,60,60,40,20,fixed encoder plus downstream variational circuit,0.05
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s45,0.88,0.12,0.818,0.182,0.828,0.172,0.052,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qcnn_s45,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qcnn,0.7977777777777778,0.7166666666666667,0.4333333333333333,0.5333333333333333,0.1,150,90,60,60,40,20,fixed encoder plus downstream variational circuit,0.052
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s43,0.88,0.12,0.792,0.2079999999999999,0.802,0.1979999999999999,0.0779999999999999,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qnn_s43,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qnn,0.8033333333333333,0.7,0.3999999999999999,0.6666666666666666,0.2666666666666666,110,66,44,60,40,20,fixed encoder plus downstream variational circuit,0.0779999999999999
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s44,0.88,0.12,0.79,0.2099999999999999,0.8,0.1999999999999999,0.0799999999999999,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qnn_s44,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qnn,0.8866666666666667,0.75,0.5,0.6333333333333333,0.1333333333333333,110,66,44,60,40,20,fixed encoder plus downstream variational circuit,0.0799999999999999
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s45,0.88,0.12,0.788,0.2119999999999999,0.798,0.2019999999999999,0.0819999999999999,0=member,30,30,0.0333333333333333,SmokeArch_low_reupload_qnn_s45,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qnn,0.8155555555555556,0.75,0.4999999999999999,0.7,0.2,110,66,44,60,40,20,fixed encoder plus downstream variational circuit,0.0819999999999999
