source_file,status,error,target_id,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss,gap,membership_convention,n_member,n_nonmember,fpr_resolution,meta_target_id,meta_experiment,meta_role,meta_dataset,meta_architecture,meta_fm_kind,meta_n_wires,meta_reps,meta_depth,meta_ql_ent,meta_ql_op,meta_model_seed,meta_data_seed,meta_seed,meta_structural_cell_id,meta_membership_convention,resource_trainable_parameters_total,resource_trainable_parameters_quantum,resource_trainable_parameters_classical,resource_trainable_parameters_unclassified,resource_quantum_gate_count_total,resource_quantum_one_qubit_gates,resource_quantum_two_qubit_gates,resource_gate_count_scope,resource_qcnn_frontend_included,experiment,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s44/target_attack_data.pt,ok,,SmokeArch_high_reupload_qnn_s44,0.88,0.12,0.765,0.235,0.775,0.22499999999999998,0.10499999999999998,0=member,30,30,0.03333333333333333,SmokeArch_high_reupload_qnn_s44,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qnn,0=member,110,66,44,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s45/target_attack_data.pt,ok,,SmokeArch_high_reupload_qnn_s45,0.88,0.12,0.763,0.237,0.773,0.22699999999999998,0.10699999999999998,0=member,30,30,0.03333333333333333,SmokeArch_high_reupload_qnn_s45,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qnn,0=member,110,66,44,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s43,0.88,0.12,0.832,0.16800000000000004,0.842,0.15800000000000003,0.038000000000000034,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_hqnn_s43,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,43,43,43,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,43,43,43,low_reupload|hqnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s44,0.88,0.12,0.83,0.17000000000000004,0.84,0.16000000000000003,0.040000000000000036,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_hqnn_s44,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,44,43,44,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,44,43,44,low_reupload|hqnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_hqnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_hqnn_s45,0.88,0.12,0.828,0.17200000000000004,0.838,0.16200000000000003,0.04200000000000004,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_hqnn_s45,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,45,43,45,low_reupload|hqnn,0=member,130,78,52,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,hqnn,z,6,1,2,linear,crz,45,43,45,low_reupload|hqnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s43,0.88,0.12,0.842,0.15800000000000003,0.852,0.14800000000000002,0.028000000000000025,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_mlp_qnn_s43,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|mlp_qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s44,0.88,0.12,0.84,0.16000000000000003,0.85,0.15000000000000002,0.030000000000000027,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_mlp_qnn_s44,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|mlp_qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_mlp_qnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_mlp_qnn_s45,0.88,0.12,0.838,0.16200000000000003,0.848,0.15200000000000002,0.03200000000000003,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_mlp_qnn_s45,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,mlp_qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|mlp_qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s43,0.88,0.12,0.822,0.17800000000000005,0.832,0.16800000000000004,0.04800000000000004,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qcnn_s43,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qcnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s44,0.88,0.12,0.82,0.18000000000000005,0.83,0.17000000000000004,0.050000000000000044,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qcnn_s44,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qcnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qcnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_qcnn_s45,0.88,0.12,0.818,0.18200000000000005,0.828,0.17200000000000004,0.052000000000000046,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qcnn_s45,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qcnn,0=member,150,90,60,0,60,40,20,fixed encoder plus downstream variational circuit,False,architecture_control,low_reupload,MNIST,qcnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qcnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s43/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s43,0.88,0.12,0.792,0.20799999999999996,0.802,0.19799999999999995,0.07799999999999996,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qnn_s43,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,43,43,43,low_reupload|qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s44/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s44,0.88,0.12,0.79,0.20999999999999996,0.8,0.19999999999999996,0.07999999999999996,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qnn_s44,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,44,43,44,low_reupload|qnn
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_low_reupload_qnn_s45/target_attack_data.pt,ok,,SmokeArch_low_reupload_qnn_s45,0.88,0.12,0.788,0.21199999999999997,0.798,0.20199999999999996,0.08199999999999996,0=member,30,30,0.03333333333333333,SmokeArch_low_reupload_qnn_s45,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qnn,0=member,110,66,44,0,60,40,20,fixed encoder plus downstream variational circuit,,architecture_control,low_reupload,MNIST,qnn,z,6,1,2,linear,crz,45,43,45,low_reupload|qnn
